,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-10-08 20:00:00,29.0,97.0,0.0,8.908939,97774.7,97.0,10.282593,1.2938385,1.646904,4.540475,6.6979218,0.0,0.0,0.0
2021-10-08 21:00:00,16.0,100.0,0.0,7.1636715,97754.266,100.0,10.186768,0.69415474,0.69685936,3.6915245,5.863949,0.0,0.0,0.0
2021-10-08 22:00:00,0.0,93.0,0.0,6.4053655,97736.734,93.0,10.082001,0.6578331,-0.14780617,2.0765266,3.3480053,0.0,0.0,0.0
2021-10-08 23:00:00,4.0,100.0,0.0,5.956952,97745.734,100.0,9.65564,0.82921124,-0.6874447,1.8782187,3.1067963,0.0,0.0,0.0
2021-10-09 00:00:00,4.0,27.0,0.0,5.5715246,97806.79,27.0,9.108582,0.036474228,-1.5938721,2.0286303,3.5405426,0.0,0.0,0.0
2021-10-09 01:00:00,0.0,1.0,0.0,5.400713,97773.984,1.0,8.928192,-0.45843792,-1.7753792,2.3369827,3.949667,0.0,0.0,0.0
2021-10-09 02:00:00,0.0,0.0,0.0,5.337535,97785.516,0.0,9.05127,-0.52002335,-1.5439377,2.8597755,4.9564724,0.0,0.0,0.0
2021-10-09 03:00:00,0.0,0.0,0.0,4.2403774,97802.64,0.0,8.643311,1.4421711,0.8134613,2.3136997,4.057699,0.0,0.0,0.0
2021-10-09 04:00:00,0.0,0.0,0.0,3.1205087,97781.734,0.0,8.648407,1.8242283,1.1103477,1.7059746,3.6217518,0.0,0.0,0.0
2021-10-09 05:00:00,0.0,0.0,0.0,3.6537504,97820.35,0.0,8.641876,2.3939724,2.4520397,1.4052792,3.4368725,0.0,0.0,0.0
2021-10-09 06:00:00,1.0,1.0,0.0,3.1370125,97795.0,0.0,8.796234,2.0464592,1.4091568,1.3601036,3.5376434,0.0,0.0,0.0
2021-10-09 07:00:00,3.0,3.0,0.0,2.4174387,97857.39,0.0,8.888519,0.016088486,-0.8725414,1.7972183,2.3285694,0.0,0.0,0.0
2021-10-09 08:00:00,3.0,3.0,0.0,2.0033226,97890.266,0.0,8.946655,-0.8875675,-1.671957,0.876318,1.08107,78.30728258648568,194.99603178978631,49.825273473048895
2021-10-09 09:00:00,5.0,5.0,0.0,3.6773112,97918.25,0.0,12.199707,-1.0758209,-1.395483,0.03422165,-0.090257645,268.129829194515,551.8969637606144,83.94745928520385
2021-10-09 10:00:00,8.0,8.0,0.0,3.2515776,97966.375,0.0,13.53418,-2.036148,-2.2375507,-1.7034798,-2.2104435,435.8292566811608,650.9320787430169,114.35089034088725
2021-10-09 11:00:00,0.0,0.0,0.0,4.5326223,97973.125,0.0,14.859039,-1.4189548,-1.5129337,-3.3678722,-3.8995514,601.049709297177,802.6361821658062,106.96320242710436
2021-10-09 12:00:00,0.0,0.0,0.0,4.8298388,97999.33,0.0,16.361664,-1.8644791,-2.1438694,-3.469164,-4.1462593,688.6382894996387,814.974960619652,125.8686689220799
