,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-08-13 04:00:00,15.0,92.0,0.0,8.665841,97338.92,92.0,13.775391,2.9819956,4.157793,4.189539,7.3054905,0.0,0.0,0.0
2021-08-13 05:00:00,65.0,67.0,0.0,8.406491,97384.2,9.0,13.349457,3.1482592,4.13785,4.3802423,7.047428,0.0,0.0,0.0
2021-08-13 06:00:00,30.0,30.0,0.0,7.1969113,97410.51,0.0,13.500946,2.9799528,3.5100822,4.504286,6.216337,0.0,0.0,0.0
2021-08-13 07:00:00,2.0,2.0,0.0,7.0568957,97408.07,0.0,13.846344,3.324318,3.590248,4.1571636,6.094694,39.73906282935646,38.10378683660172,35.64394812114503
2021-08-13 08:00:00,3.0,3.0,0.0,7.3878,97472.21,0.0,14.457397,3.8724222,4.242441,4.343708,5.996193,224.67631155802985,458.59401751923394,84.1706281232897
2021-08-13 09:00:00,2.0,2.0,0.0,7.1703606,97479.64,0.0,15.314178,3.305622,3.6456013,4.689451,6.182373,429.72104774499,657.4487785701926,104.35591226875653
2021-08-13 10:00:00,2.0,2.0,0.0,6.8181477,97522.13,0.0,16.420166,2.8885689,3.4049568,4.712059,5.8408813,613.1112948276079,712.6375581013414,142.67659047448024
2021-08-13 11:00:00,3.0,3.0,0.0,7.1020155,97566.96,0.0,17.45227,3.0716743,3.5410976,5.123352,6.0678234,754.5329517866476,700.8148247133475,200.3074538805139
2021-08-13 12:00:00,3.0,3.0,0.0,6.7168484,97606.32,0.0,18.693665,2.7997894,3.3093414,5.088091,5.851879,852.0045213546158,690.1386399761731,246.0202902310715
2021-08-13 13:00:00,4.0,4.0,0.0,7.4043245,97565.55,0.0,18.522339,2.9822083,3.6823826,5.497429,6.3790817,888.3866660794422,664.1585965450694,280.10742812306626
2021-08-13 14:00:00,1.0,1.0,0.0,6.465842,97523.08,0.0,20.329498,2.6456623,2.8950882,5.042906,5.706337,890.0437250531882,722.9713417144433,238.1792085697116
2021-08-13 15:00:00,0.0,0.0,0.0,6.503547,97488.01,0.0,21.69284,2.3134537,2.672638,5.1487656,5.799572,821.3959845459812,748.8014822213505,195.12699623119374
2021-08-13 16:00:00,2.0,2.0,0.0,7.9406705,97493.42,0.0,20.363403,3.182581,3.7855358,5.8920784,6.889204,685.0590933855738,718.2670288456571,164.71272429329872
2021-08-13 17:00:00,2.0,5.0,0.0,8.458457,97506.54,5.0,19.06491,3.440525,3.969944,5.8925858,7.330488,506.6310826424923,653.1019203476872,132.06556659722162
2021-08-13 18:00:00,1.0,1.0,0.0,7.3827734,97489.22,1.0,18.693573,3.1236305,3.384182,5.0646935,6.452078,321.6288720531115,580.1435116029706,93.1390209114858
2021-08-13 19:00:00,1.0,1.0,0.0,7.265836,97507.484,0.0,17.71637,3.8352242,4.013872,4.639412,5.9823074,117.449867591605,272.82788985168287,63.51669628993222
2021-08-13 20:00:00,1.0,1.0,0.0,6.2123346,97468.16,0.0,18.02127,2.688015,1.9564171,2.6852016,4.309366,0.09845174008252483,0.0,0.09845174008252483
