,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-07-04 10:00:00,13.0,13.0,0.0,7.248222,97262.766,0.0,14.90097,2.584176,3.1479225,5.284259,6.199029,628.8691565655132,562.9225883880267,222.84006797928373
2021-07-04 11:00:00,40.0,40.0,0.0,8.127263,97340.4,0.0,15.205505,1.813901,2.5898514,5.833006,7.194249,612.2201208861035,249.40663643170257,401.33075428876816
2021-07-04 12:00:00,42.0,42.0,0.0,7.709103,97350.1,0.0,15.679657,1.5344954,2.2103233,5.946203,7.0810995,669.7509818838132,228.59678475977725,457.51064959363316
2021-07-04 13:00:00,40.0,40.0,0.0,8.148893,97318.31,0.0,16.027222,1.8835049,2.6626263,5.9549446,7.2651596,711.8204156474355,242.78344423566827,477.70754034404536
2021-07-04 14:00:00,19.0,19.0,0.0,8.262843,97304.22,0.0,16.318878,2.4453278,3.300228,6.136196,7.1670876,829.5387161387225,457.14754824451967,394.95965167423816
2021-07-04 15:00:00,12.0,12.0,0.0,8.63634,97255.11,0.0,16.303497,2.7152252,3.659483,6.1982994,7.4921627,807.5382999010714,542.3028702352931,325.7515928708205
2021-07-04 16:00:00,11.0,11.0,0.0,8.854845,97221.47,0.0,16.061401,2.368166,3.2660904,6.533986,7.8416824,701.2641605510299,579.8537521155695,247.90404575562826
2021-07-04 17:00:00,16.0,16.0,0.0,9.025462,97199.5,0.0,15.334015,2.1828442,3.1599712,6.3039417,8.0699215,531.6423759149361,520.3524691612175,199.543697762772
2021-07-04 18:00:00,47.0,47.0,0.0,9.622682,97201.414,0.0,14.2211,2.4303055,3.3228226,6.5536757,8.515631,279.806172962323,186.12749478615137,192.83062917939225
2021-07-04 19:00:00,84.0,84.0,0.0,9.813097,97203.48,0.0,13.145264,2.2657833,3.2314644,6.221775,8.48398,91.50928201161544,0.0,91.50928201161544
2021-07-04 20:00:00,88.0,88.0,0.0,9.711039,97224.8,0.0,12.550751,2.511324,3.4282017,5.859064,8.133059,12.559774353974202,0.0,12.559774353974202
2021-07-04 21:00:00,85.0,85.0,0.0,9.3193,97235.57,0.0,12.116608,2.7780457,4.0534687,5.441183,7.5426693,0.0,0.0,0.0
2021-07-04 22:00:00,85.0,85.0,0.0,9.2425995,97244.77,0.0,11.934967,3.1418543,4.624914,4.9810724,7.144108,0.0,0.0,0.0
2021-07-04 23:00:00,88.0,88.0,0.0,9.204466,97236.79,0.0,11.571747,3.1013222,4.711111,5.085658,7.307415,0.0,0.0,0.0
2021-07-05 00:00:00,90.0,90.0,0.0,9.003182,97197.484,0.0,11.4704895,3.2530165,4.83202,4.834115,7.180134,0.0,0.0,0.0
2021-07-05 01:00:00,99.0,99.0,0.0,8.677262,97238.2,0.0,11.274994,3.203579,4.6020756,4.870861,6.958208,0.0,0.0,0.0
