,low_clouds,total_clouds,high_clouds,wind_speed_gust,pressure,mid_clouds,temp_air,v-component_of_wind_height_above_ground_0,v-component_of_wind_height_above_ground_1,u-component_of_wind_height_above_ground_0,u-component_of_wind_height_above_ground_1,ghi,dni,dhi
2021-07-15 04:00:00,42.0,42.0,0.0,9.437324,97193.77,0.0,9.676086,4.266838,6.0520744,4.2607937,6.79465,0.0,0.0,0.0
2021-07-15 05:00:00,66.0,66.0,0.0,9.930357,97247.94,0.0,9.526428,4.636675,6.811594,4.2145214,6.557843,0.0,0.0,0.0
2021-07-15 06:00:00,99.0,99.0,0.0,10.306152,97250.7,0.0,9.72171,5.384964,7.6569214,4.1852894,6.2384853,0.0,0.0,0.0
2021-07-15 07:00:00,99.0,99.0,0.0,10.142253,97268.445,0.0,9.716309,5.9612656,7.908922,4.136593,6.0264244,34.63301381668711,0.0,34.63301381668711
2021-07-15 08:00:00,89.0,89.0,0.0,9.86866,97289.42,0.0,9.871704,6.256115,8.321592,3.449749,5.126625,123.44537136760445,4.135821376707103,121.92573917541844
2021-07-15 09:00:00,86.0,86.0,0.0,9.516896,97319.86,0.0,10.335876,6.23555,7.979328,3.612259,5.0726414,217.27630929611828,25.81012812121337,203.10592003490245
2021-07-15 10:00:00,69.0,69.0,0.0,9.041734,97388.27,0.0,11.251831,5.7505016,7.263445,3.9001656,5.1719303,370.3460772031764,78.45006302761706,314.76451971793483
2021-07-15 11:00:00,37.0,37.0,0.0,8.642711,97432.64,0.0,12.674103,5.154518,6.477131,4.3343973,5.55661,618.5340520988209,274.347329641194,389.46164513325107
2021-07-15 12:00:00,15.0,15.0,0.0,8.4883175,97441.97,0.0,13.601013,4.7840233,6.0034294,4.7948313,5.8714733,821.7837441447288,497.4096436315993,364.253497877559
2021-07-15 13:00:00,6.0,6.0,0.0,8.697318,97368.37,0.0,14.563141,4.410574,5.4647865,5.4141846,6.6421337,915.8852125150787,612.2694390570074,329.780939876371
2021-07-15 14:00:00,4.0,4.0,0.0,8.8232155,97354.65,0.0,15.235291,4.244709,5.418543,5.725788,6.925499,914.4146873384813,653.0102310940186,297.49643888350283
2021-07-15 15:00:00,3.0,3.0,0.0,9.221055,97311.8,0.0,15.157471,3.8459854,5.0473747,6.424591,7.5905323,851.9329189917592,684.8569492591374,247.15999922791377
2021-07-15 16:00:00,3.0,3.0,0.0,9.478553,97281.4,0.0,14.966431,3.9724407,5.1983147,6.2269154,7.713175,733.6302419564112,697.2046889279427,192.2765701658882
2021-07-15 17:00:00,3.0,3.0,0.0,9.798982,97255.67,0.0,14.405823,4.0786476,5.3371124,6.3536987,8.01339,574.288008308312,689.1941196551492,138.5922184208584
2021-07-15 18:00:00,3.0,3.0,0.0,9.959075,97215.17,0.0,13.735657,4.394272,5.6694965,6.3147907,7.935543,386.32293503258467,615.6462270440908,103.09812712426151
2021-07-15 19:00:00,3.0,3.0,0.0,9.962464,97192.56,0.0,12.616364,4.7427254,5.998869,5.698986,7.6506596,187.75211201276053,403.7597454539858,78.01982803899713
2021-07-15 20:00:00,5.0,5.0,0.0,9.805575,97164.81,0.0,11.245422,5.055565,6.4734154,5.1324253,7.0856647,21.640318349956317,0.0,21.640318349956317
